,Tweets,len,ID,USER,userName,User Location,Language,Date,Source,Likes,Retweets,Geo,Coordinates,Place
204,”These outbreaks are manifestations of our dangerously unbalanced relationship with nature”.  Pandemics like COVID 19 are a result from destruction of nature according to UN and WHO. https://t.co/17vEJYO6t5,206,1273237559079063552,GretaThunberg,Greta Thunberg,Sverige,,2020-06-17 12:54:24,Twitter for iPhone,14313,4921,,,
205,Good morning! ☕ A federal judge has ordered Treasury Secretary Steven Mnuchin to give tribes hundreds of millions of dollars in emergency COVID-19 relief funds they should have gotten months ago. https://t.co/BY8TjNgJLV,219,1273239022069059584,jbendery,Jennifer Bendery,"Washington, DC",,2020-06-17 13:00:13,Twitter Web App,7674,3606,,,
206,History will treat elected officials who ban masks like the fools they are. School children will study how the president &amp; people like Governor Abbott make the pandemic worse than it needed to be &amp; let citizens needlessly die. https://t.co/ewb8iTL239,258,1273244410298368001,JoyceWhiteVance,Joyce Alene,Alabama,,2020-06-17 13:21:37,Twitter for iPhone,7096,2568,,,
207,"Access tools for transformation! #InnerEngineeringOnline is a powerful 7-session course with Sadhguru. Offered free for COVID warriors and at 50% for challenging times. Take the course in your own space, at your own pace at: https://t.co/QlLszUzyZi https://t.co/vScbCmL9Lt",272,1273208772379451393,ishafoundation,Isha Foundation,India,,2020-06-17 11:00:01,TweetDeck,3309,3237,,,
208,Politicians Must Stop Protecting Social Media Billionaires who are given a free pass while putting American democracy at risk. Facebook promotes extremist groups that KILL Federal Officials and fuels conspiracies that could spread COVID-19. #Abolish230 https://t.co/K36krPgmu5,276,1273220134304448517,JoeNBC,Joe Scarborough,,,2020-06-17 11:45:09,Twitter for iPhone,5258,1928,,,
209,Overheard: Has Covid-19 forced you to wear a mask and glasses at the same time? You may be entitled to condensation.,116,1273244193268346880,GeorgeTakei,George Takei,"Broadway - New York, NY",,2020-06-17 13:20:46,Twitter for iPhone,18815,2127,,,
210,U.S. vs. E.U. on confirmed COVID-19 cases https://t.co/ZL4DU10p8q,65,1273199329398992896,Morning_Joe,Morning Joe,"New York, NY",,2020-06-17 10:22:29,Twitter Web App,3295,1996,,,
211,"Covid outbreaks in selected states continue to expand. According to the Covid tracking project, FL, TX, and AZ had the largest confirmed case increases to date. https://t.co/9DOACH3dtz",184,1273196451565363200,ScottGottliebMD,"Scott Gottlieb, MD","Washington, DC",,2020-06-17 10:11:03,Twitter for iPhone,1582,899,,,
212,"Target is raising its starting wage to $15 an hour, making it the first major retailer to permanently increase pay during the pandemic https://t.co/8Np1CY0DuX",158,1273231003457409026,abhabhattarai,Abha Bhattarai,"Washington, D.C.",,2020-06-17 12:28:21,Twitter for iPhone,10987,1169,,,
213,"""Mnuchin is at the core of the Trump crime cabal along with Kushner, Pence and a few others. As predicted, they are using the tragedy of the coronavirus as pretext for a massive kleptocratic heist."" -- @gaslitnation https://t.co/3a7hOE2Koy",239,1273230054319890432,sarahkendzior,Sarah Kendzior,St. Louis,,2020-06-17 12:24:35,Twitter for Android,2834,1702,,,
214,If only we had a coronavirus task force https://t.co/1jLTXhct3v,63,1273232189937811457,MollyJongFast,Molly Jong-Fast🏡,,,2020-06-17 12:33:04,Twitter for iPhone,4222,1104,,,
215,"I wouldn’t accuse Trump of actually *wanting* more people to get sick and die. But he must know, despite his stupidity, that what he and Pence are saying and doing will certainly have that result. That makes their conduct not just monstrous but criminal.   https://t.co/BbO7rmEGX8",280,1273237014532497408,tribelaw,Laurence Tribe,,,2020-06-17 12:52:14,Twitter for iPhone,10918,4535,,,
216,Seriously how do we have a pandemic that is worse in Europe than in Asia and worse in the USA than in Europe and still people are saying the key variables are density and transit usage?,185,1273195526427680775,mattyglesias,Matthew Yglesias,"Washington, DC",,2020-06-17 10:07:22,Twitter for iPhone,1701,253,,,
217,".@AXA is investing in COVID-19 research, and in Israeli banks financing Israeli apartheid. Apartheid heightens Palestinians' COVID-19 risk.  Join Thomas from @BDS_switzerland in telling AXA to support human rights for all by divesting from apartheid: https://t.co/0t0p3mQ5yb https://t.co/DlpEjqvYNQ",298,1273193671366717440,BDSmovement,BDS movement,Global,,2020-06-17 10:00:00,Twitter Media Studio,80,61,,,
218,"This woman on the news just said, imagine if there was a medication that reduced your chances of getting COVID by 5x. Everyone would want that medication.  Well, that's wearing a mask.",184,1275808300119064577,JasmynBeKnowing,Jasmyn,LA ,,2020-06-24 15:09:36,Twitter Web App,316123,84495,,,
219,"Numbers are going in the wrong direction.   Yesterday marked the 3rd-highest number of new cases (34,720) reported in one day in the US since the pandemic began. (Higher 2 dates were in April) https://t.co/9o9Q5f8pfC",216,1275826656050122753,jaketapper,Jake Tapper,,,2020-06-24 16:22:33,Twitter for iPhone,2231,1238,,,
220,"The Trump admin. plans to end federal funding and support for coronavirus testing sites at the end of this month, @NBCNews has learned. https://t.co/6JPPHra2Xk",159,1275823820448976897,CNBCnow,CNBC Now,,,2020-06-24 16:11:17,Twitter Media Studio,15041,16041,,,
221,BREAKING: Trump is ending funding for 13 coronavirus testing sites in 5 states. This is an example of Trump slowing testing in broad daylight. It's criminal.,157,1275880504869486594,funder,Scott Dworkin,,,2020-06-24 19:56:31,Twitter Web App,74773,26976,,,
222,Yesterday the US hit a record high for new COVID cases.  WEAR A MASK.,69,1276129631586959365,NYGovCuomo,Andrew Cuomo,New York,,2020-06-25 12:26:28,Twitter Web App,126737,28749,,,
223,The coronavirus is at record numbers. It's raging out of control. Where the hell is the federal government? Where the hell is our national leadership? I cannot imagine this level of dereliction of duty in any other administration I have seen in my (long) lifetime.,264,1275926144085184512,DanRather,Dan Rather,"New York, NY",,2020-06-24 22:57:52,Twitter for iPhone,213229,53572,,,
224,How many Americans killed by COVID-19 would still be alive today if Trump hadn’t politicized wearing a mask?,108,1275896052810383361,NathanLerner,Nate Lerner,"Brooklyn, NY",,2020-06-24 20:58:18,Twitter for iPhone,103741,20700,,,
225,Breaking via WaPo: Dozens of Secret Service officers and agents on site for Trump's Tulsa rally have been ordered to self-quarantine after two of their colleagues tested positive for coronavirus⁠—part of the fallout from Trump's insistence on the event. https://t.co/m1lMO93XLB,277,1275940523082047489,kylegriffin1,Kyle Griffin,"Manhattan, NY",,2020-06-24 23:55:01,Twitter Web App,25210,12857,,,
226,"BREAKING: We just filed a complaint on Trump, the CDC, and HHS for intentionally preventing, slowing, delaying, hampering and obstructing testing for coronavirus in the US. We are asking the Inspector General of HHS to investigate immediately.",243,1275818602143322113,funder,Scott Dworkin,,,2020-06-24 15:50:32,Twitter for iPhone,48867,12731,,,
227,"New York, New Jersey and Connecticut issued a travel advisory that requires people arriving from states with high coronavirus rates to quarantine for 14 days https://t.co/vFR9i4LdiW",181,1275829104672223233,cnnbrk,CNN Breaking News,Everywhere,,2020-06-24 16:32:16,SocialFlow,2746,808,,,
228,TODAY: Trump is doing something about the pandemic.  Today he’s filing a brief in the Supreme Court to end the ACA &amp; take health care coverage away from 20 million people.,175,1276159092504104961,ASlavitt,Andy Slavitt @ 🏡,"Edina, MN",,2020-06-25 14:23:32,Twitter for iPad,45296,26093,,,
229,BREAKING: US hits single day high of reported Coronavirus cases.  Federal government silent.,92,1275907797096505344,ASlavitt,Andy Slavitt @ 🏡,"Edina, MN",,2020-06-24 21:44:58,Twitter for iPad,102124,33781,,,
230,"Amid America's #COVID19 disaster, I must come clean about a lie I spread as a health insurance exec: We spent big $$ to push the idea that Canada's single-payer system was awful &amp; the U.S. system much better. It was a lie &amp; the nations' COVID responses prove it. The truth: (1/6)",287,1276158510955401216,wendellpotter,Wendell Potter,"Philadelphia, PA",,2020-06-25 14:21:13,Twitter Web App,27330,17463,,,
231,COVID-19 has gone down due to the efforts of everyone but is still in general circulation.  If we do not follow social distancing guidance then cases will rise again. Naturally people will want to enjoy the sun but we need to do so in a way that is safe for all.,262,1276199449858015235,CMO_England,Professor Chris Whitty,London,,2020-06-25 17:03:54,Twitter Web App,35901,11709,,,
232,"Workers called back on the job deserve access to regular, reliable COVID-19 testing.",84,1275812425120444416,JoeBiden,Joe Biden,"Wilmington, DE",,2020-06-24 15:26:00,TweetDeck,86058,13606,,,
233,Cities with Black Lives Matter protests have not seen spikes in COVID-19 https://t.co/DX3AFrIrpO,96,1275801100470218752,BuzzFeedNews,BuzzFeed News,,,2020-06-24 14:41:00,TweetDeck,13320,7607,,,
234,"Trump calling COVID-19 the “Kung Flu” is stupid, racist and part of the reason he is losing this election in increasingly humiliating fashion. His material is no longer effective just self-degrading.",199,1275617759313965056,AndrewYang,Andrew Yang🧢🇺🇸,USA,,2020-06-24 02:32:28,Twitter for iPhone,152274,20992,,,
235,"Asian Americans now make up 11% of the electorate in NV, 5.5% in TX and 4.7% in GA. So go ahead @realDonaldTrump and keep saying racist stuff like Kung Flu. Also, you are making fun of a pandemic that’s killed over 120,000 Americans in four months. See you in November. https://t.co/V9iW6ASOqU",293,1275618584572522496,tedlieu,Ted Lieu,California,,2020-06-24 02:35:45,Twitter for iPhone,55163,12858,,,
236,"As per Patanjali's application, we issued them license. They didn't mention coronavirus, we only approved license for immunity booster, cough &amp; fever. We'll issue them a notice asking how they got permission to make the kit (for COVID19): Licence Officer, Uttarakhand Ayurved Dept https://t.co/I7CWKoJhbK",308,1275705563641454592,ANI,ANI,India,,2020-06-24 08:21:22,Twitter Web App,20469,5101,,,
237,Excited to announce I’m playing in eSoccer Aid on Saturday! 🎮⚽  @SoccerAid for @UNICEF_uk have teamed up with @EASPORTSFIFA to help stop impact of coronavirus on children’s lives   Info here 👉 https://t.co/MztTDSEyPY https://t.co/roht3jrung,240,1275763486333771778,LiamPayne,Liam,,,2020-06-24 12:11:32,Twitter for iPhone,54752,5834,,,
238,NEW: Overflowing hospitals. Widespread corruption. And a chloroquine-obsessed populist in charge.  The coronavirus pandemic's worst-case scenario is unfolding in Brazil. https://t.co/tIhJ6BtijF,193,1275791486269997056,BW,𝗕𝘂𝘀𝗶𝗻𝗲𝘀𝘀𝘄𝗲𝗲𝗸,"New York, NY",,2020-06-24 14:02:48,SocialFlow,3304,2672,,,
239,"65,000 people have lost their lives to Covid-19.  The Prime Minister shouldn't reject challenge that could save lives.  #PMQs https://t.co/rLZCAH866Q",149,1275760088054149120,Keir_Starmer,Keir Starmer,London,,2020-06-24 11:58:02,Twitter Media Studio,16373,3798,,,
240,"PM can’t be allowed to get away with this  Fudging question of why *two thirds* of those with Covid-19 haven’t been contacted via test &amp; trace is so weak  So no, this is *not* “formidable achievement” - it’s a damning indictment on a scheme that’s far from “world beating” #PMQs",282,1275748781959647233,CarolineLucas,Caroline Lucas,Brighton,,2020-06-24 11:13:06,Twitter for iPhone,10744,3602,,,
241,"From the Times/Siena poll. I keep seeing claims that ""Americans"" don't have the patience to control the pandemic. No, *Republicans* — taking cues from their leaders — are demanding early opening. And they're in the minority 1/ https://t.co/mXim1fRBqy",250,1275757700782186497,paulkrugman,Paul Krugman,New York City,,2020-06-24 11:48:32,Twitter Web App,4425,1639,,,
242,Alarming spike in coronavirus sparks fears California is 'starting to lose this battle' https://t.co/d2xyyB8qG4,111,1275747502176833537,latimes,Los Angeles Times,"El Segundo, CA",,2020-06-24 11:08:01,Buffer,2033,1643,,,
243,"Apparently, if you eat “Tiddi” or Locust, it cures Coronavirus. If you don’t have Coronavirus, it improves immunity against Coronavirus.  Serious discussion in Pakistan Parliament. https://t.co/XYJsfURJc3",204,1275758871793958913,majorgauravarya,Major Gaurav Arya (Retd),India,,2020-06-24 11:53:12,Twitter for iPhone,14212,3627,,,
244,"I’m 35 &amp; in decent health. Having read widely on COVID, I’m not worried about dying from it. I am concerned of having long-term health issues that affect quality of life for months &amp; years. https://t.co/HekullGid5",221,1275764221305851904,devisridhar,Devi Sridhar,"Edin, Oxford, Wash DC, Miami",,2020-06-24 12:14:27,Twitter Web App,6111,2382,,,
245,JUST IN: Los Angeles County now leading the nation in coronavirus cases. https://t.co/8rHCmZ5JiY,96,1275785735887560708,ABC,ABC News,New York City / Worldwide,,2020-06-24 13:39:57,SocialFlow,5101,3640,,,
